Timestamp,RPS,Namespace,Category,Service,Pod,Node,CPU_Total(m),CPU_App(m),CPU_Sidecar(m),Memory_WorkingSet(Mi),Memory_RSS(Mi),Memory_Delta(Mi),Net_RX(KB/s),Net_TX(KB/s),Istio_Enabled
2025-12-30 16:02:56,600,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 16:02:56,600,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,24,24,0,258,255,0,10.49,0.0,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,84,84,0,277,275,0,0.0,0.0,False
2025-12-30 16:02:56,600,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18217,18217,0,233,224,54,76643.1,38603.35,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,21,21,0,60,58,-3,0.0,0.0,False
2025-12-30 16:02:56,600,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,53,53,0,9,7,0,40.56,62663.31,False
2025-12-30 16:02:56,600,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,1,2.13,1.23,False
2025-12-30 16:02:56,600,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,9,9,0,164,68,0,2.69,0.89,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 16:02:56,600,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,5,5,0,153,57,0,0.06,0.09,False
2025-12-30 16:02:56,600,default,application,consul,consul-6876d8dccd-5nq7c,minikube,10,10,0,33,31,0,0.05,0.06,False
2025-12-30 16:02:56,600,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,683,683,0,31,28,2,1727.74,1773.66,False
2025-12-30 16:02:56,600,default,application,geo,geo-6b57ccf698-w6r2d,minikube,188,188,0,9,7,-1,67.61,57.6,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,150.44,335.74,False
2025-12-30 16:02:56,600,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,5,5,0,152,56,0,0.04,0.07,False
2025-12-30 16:02:56,600,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,29,29,0,50,47,0,0.0,0.0,False
2025-12-30 16:02:56,600,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,21,21,0,5,3,0,21.78,246.03,False
2025-12-30 16:02:56,600,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1704,1704,0,232,217,4,36802.25,71947.75,False
2025-12-30 16:04:11,700,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18439,18439,0,196,185,-5,78448.97,39414.22,False
2025-12-30 16:04:11,700,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,165,68,1,3.28,1.08,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,13,13,0,30,28,0,0.0,0.0,False
2025-12-30 16:04:11,700,default,application,rate,rate-67cf45b856-kztxm,minikube,5015,5015,0,31,27,-20,67022.65,29284.05,False
2025-12-30 16:04:11,700,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.06,0.1,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 16:04:11,700,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,58,0,0.07,0.12,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,90,90,0,280,277,2,0.0,0.0,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,180.85,374.22,False
2025-12-30 16:04:11,700,default,application,user,user-7f565c9c7c-p46gb,minikube,5,5,0,9,7,0,2.55,1.51,False
2025-12-30 16:04:11,700,default,application,search,search-5b698f89cb-pdxhd,minikube,1397,1397,0,24,21,-2,28430.28,1488.83,False
2025-12-30 16:04:11,700,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,23.37,262.95,False
2025-12-30 16:04:11,700,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1738,1738,0,237,217,18,39812.98,77908.68,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,31,31,0,50,47,0,0.0,0.0,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 16:04:11,700,default,application,consul,consul-6876d8dccd-5nq7c,minikube,11,11,0,35,33,0,0.05,0.15,False
2025-12-30 16:04:11,700,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,102,102,0,9,8,0,55.38,45.27,False
2025-12-30 16:04:11,700,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.04,0.07,False
2025-12-30 16:04:11,700,default,application,profile,profile-57fd7778d8-fjq4q,minikube,242,242,0,11,9,0,370.43,274.69,False
2025-12-30 16:04:11,700,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,9,9,0,263,260,5,9.33,0.0,False
2025-12-30 16:04:11,700,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,58,0,0.04,0.07,False
2025-12-30 16:04:11,700,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,658,658,0,33,29,0,1810.75,1850.37,False
2025-12-30 16:04:11,700,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,53,53,0,9,7,-1,40.09,64910.67,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,19,19,0,60,58,0,0.0,0.0,False
2025-12-30 16:04:11,700,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,11,0,0.0,0.0,False
2025-12-30 16:04:11,700,default,application,geo,geo-6b57ccf698-w6r2d,minikube,184,184,0,9,8,0,66.24,55.98,False
2025-12-30 16:04:11,700,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.03,0.07,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,11,11,0,30,28,0,0.0,0.0,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,29,29,0,50,47,0,0.0,0.0,False
2025-12-30 16:05:27,800,default,application,consul,consul-6876d8dccd-5nq7c,minikube,10,10,0,35,33,0,0.05,0.03,False
2025-12-30 16:05:27,800,default,application,profile,profile-57fd7778d8-fjq4q,minikube,237,237,0,11,9,0,355.81,264.42,False
2025-12-30 16:05:27,800,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,8,8,0,165,68,0,2.86,0.94,False
2025-12-30 16:05:27,800,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.08,0.1,False
2025-12-30 16:05:27,800,default,application,user,user-7f565c9c7c-p46gb,minikube,5,5,0,9,7,0,2.41,1.41,False
2025-12-30 16:05:27,800,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18152,18152,0,239,229,-8,78928.32,39638.39,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,10,0,0.0,0.0,False
2025-12-30 16:05:27,800,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,4,4,0,154,58,0,0.05,0.07,False
2025-12-30 16:05:27,800,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,58,0,0.07,0.1,False
2025-12-30 16:05:27,800,default,application,geo,geo-6b57ccf698-w6r2d,minikube,181,181,0,10,8,1,66.07,56.05,False
2025-12-30 16:05:27,800,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,21.81,244.23,False
2025-12-30 16:05:27,800,default,application,rate,rate-67cf45b856-kztxm,minikube,5016,5016,0,41,37,-40,65358.82,28481.07,False
2025-12-30 16:05:27,800,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,98,98,0,9,8,0,53.29,43.42,False
2025-12-30 16:05:27,800,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,54,54,0,9,7,0,40.44,64267.71,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,19,19,0,60,58,0,0.0,0.0,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,94,94,0,277,274,-10,0.0,0.0,False
2025-12-30 16:05:27,800,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,8,8,0,269,266,0,10.53,0.0,False
2025-12-30 16:05:27,800,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.04,0.07,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,0,0,0,16,14,0,182.54,346.23,False
2025-12-30 16:05:27,800,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 16:05:27,800,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1726,1726,0,233,217,5,38779.25,75887.42,False
2025-12-30 16:05:27,800,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,4,4,0,152,55,0,0.04,0.07,False
2025-12-30 16:05:27,800,default,application,search,search-5b698f89cb-pdxhd,minikube,1415,1415,0,24,22,3,28263.87,1475.62,False
2025-12-30 16:05:27,800,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,646,646,0,35,30,1,1752.62,1782.17,False
2025-12-30 16:06:42,1000,default,application,memcached-rate,memcached-rate-74c578dc4-7pnmz,minikube,53,53,0,10,7,-1,41.09,65822.86,False
2025-12-30 16:06:42,1000,default,application,recommendation,recommendation-68d8fd6486-zrjrp,minikube,100,100,0,10,8,1,56.1,45.82,False
2025-12-30 16:06:42,1000,default,application,user,user-7f565c9c7c-p46gb,minikube,4,4,0,9,7,0,2.47,1.46,False
2025-12-30 16:06:42,1000,default,application,geo,geo-6b57ccf698-w6r2d,minikube,181,181,0,9,8,-1,66.85,56.62,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,kube,kube-scheduler-minikube,minikube,12,12,0,30,28,0,0.0,0.0,False
2025-12-30 16:06:42,1000,default,application,frontend,frontend-5dbb448dd9-btxd9,minikube,646,646,0,35,29,0,1859.96,1863.98,False
2025-12-30 16:06:42,1000,default,application,mongodb-recommendation,mongodb-recommendation-d6df4b4bc-j9tdz,minikube,5,5,0,152,55,0,0.03,0.07,False
2025-12-30 16:06:42,1000,default,application,mongodb-geo,mongodb-geo-58fc9c7df9-j9lcf,minikube,4,4,0,152,56,0,0.03,0.07,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,storage-provisioner,storage-provisioner,minikube,2,2,0,12,10,0,0.0,0.0,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,kube-controller,kube-controller-manager-minikube,minikube,20,20,0,60,58,0,0.0,0.0,False
2025-12-30 16:06:42,1000,default,application,memcached-profile,memcached-profile-76476968b4-b7f9p,minikube,20,20,0,5,3,0,22.96,258.1,False
2025-12-30 16:06:42,1000,default,application,profile,profile-57fd7778d8-fjq4q,minikube,242,242,0,11,9,0,368.27,273.44,False
2025-12-30 16:06:42,1000,default,application,jaeger,jaeger-6cdfb69ff4-2tlqz,minikube,21,21,0,272,268,2,12.75,0.0,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,kube,kube-proxy-qqwmm,minikube,1,1,0,16,14,0,214.39,354.65,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,metrics-server,metrics-server-85b7d694d7-zgkzr,minikube,5,5,0,28,26,0,0.0,0.0,False
2025-12-30 16:06:42,1000,default,application,search,search-5b698f89cb-pdxhd,minikube,1375,1375,0,25,22,5,28070.27,1466.63,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,etcd-minikube,etcd-minikube,minikube,31,31,0,50,47,0,0.0,0.0,False
2025-12-30 16:06:42,1000,default,application,mongodb-profile,mongodb-profile-765644d5fc-89m5r,minikube,4,4,0,153,57,0,0.06,0.11,False
2025-12-30 16:06:42,1000,default,application,rate,rate-67cf45b856-kztxm,minikube,4968,4968,0,58,51,26,65803.63,28699.98,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,coredns,coredns-66bc5c9577-cbts7,minikube,2,2,0,19,17,0,0.0,0.0,False
2025-12-30 16:06:42,1000,default,application,mongodb-rate,mongodb-rate-54cbf47d58-fptkm,minikube,4,4,0,154,58,0,0.06,0.1,False
2025-12-30 16:06:42,1000,kube-system,kubernetes-system,kube,kube-apiserver-minikube,minikube,81,81,0,278,275,1,0.0,0.0,False
2025-12-30 16:06:42,1000,default,application,reservation,reservation-bcb65fb69-44czs,minikube,18599,18599,0,252,239,7,78874.25,39658.81,False
2025-12-30 16:06:42,1000,default,application,memcached-reserve,memcached-reserve-64fbdcb78d-nzknl,minikube,1758,1758,0,234,218,0,38920.25,76343.25,False
2025-12-30 16:06:42,1000,default,application,consul,consul-6876d8dccd-5nq7c,minikube,10,10,0,33,31,-2,0.03,0.03,False
2025-12-30 16:06:42,1000,default,application,mongodb-user,mongodb-user-cbdc74bcf-k9wsb,minikube,5,5,0,154,58,0,0.03,0.07,False
2025-12-30 16:06:42,1000,default,application,mongodb-reservation,mongodb-reservation-c6678789f-vdkvv,minikube,9,9,0,165,68,0,2.69,0.9,False
